country,year,month,value
Egypt,2015,Feb,623.2
Egypt,2015,Mar,816.6
Egypt,2015,Apr,909.0
Egypt,2015,May,879.7
Egypt,2015,Jun,801.0
Egypt,2015,Jul,895.9
Egypt,2015,Aug,898.4
Egypt,2015,Sep,787.6
Egypt,2015,Oct,893.5
Egypt,2015,Nov,546.6
Egypt,2015,Dec,427.6
Egypt,2016,Jan,350.8
Egypt,2016,Feb,337.9
Egypt,2016,Mar,428.6
Egypt,2016,Apr,412.8
Egypt,2016,May,420.2
Egypt,2016,Jun,316.3
Egypt,2016,Jul,516.6
Egypt,2016,Aug,492.8
Egypt,2016,Sep,462.0
Egypt,2016,Oct,494.1
Egypt,2016,Nov,488.4
Egypt,2016,Dec,537.2
Egypt,2017,Jan,529.8
Egypt,2017,Feb,529.1
Egypt,2017,Mar,642.1
Egypt,2017,Apr,703.2
Egypt,2017,May,563.5
Egypt,2017,Jun,522.6
Egypt,2017,Jul,771.6
Egypt,2017,Aug,809.9
Egypt,2017,Sep,720.9
Egypt,2017,Oct,816.0
Egypt,2017,Nov,766.4
Egypt,2017,Dec,781.3
Egypt,2018,Jan,701.3
Egypt,2018,Feb,719.1
Egypt,2018,Mar,929.3
Egypt,2018,Apr,973.0
Egypt,2018,May,807.0
Egypt,2018,Jun,843.4
Egypt,2018,Jul,1090.0
Egypt,2018,Aug,1083.0
Egypt,2018,Sep,982.0
Egypt,2018,Oct,1065.0
Egypt,2018,Nov,981.6
Egypt,2018,Dec,1021.0
Egypt,2019,Jan,850.1
Egypt,2019,Feb,877.7
Egypt,2019,Mar,1087.0
Egypt,2019,Apr,1197.0
Egypt,2019,May,920.3
Egypt,2019,Jun,1073.0
Egypt,2019,Jul,1216.0
Egypt,2019,Aug,1208.0
Egypt,2019,Sep,1102.0
Egypt,2019,Oct,1208.0
Egypt,2019,Nov,1083.0
Egypt,2019,Dec,1053.0
Egypt,2020,Jan,933.9
Egypt,2020,Feb,930.8
Egypt,2020,Mar,387.8
Egypt,2020,Apr,0.6
Egypt,2020,May,1.8
Egypt,2020,Jun,3.8
Egypt,2020,Jul,86.6
Egypt,2020,Aug,219.2
Egypt,2020,Sep,211.6
Egypt,2020,Oct,294.1
Egypt,2020,Nov,264.1
Egypt,2020,Dec,284.2
Egypt,2021,Jan,262.3
Egypt,2021,Feb,299.1
Egypt,2021,Mar,475.2
Egypt,2021,Apr,522.8
Egypt,2021,May,506.4
Egypt,2021,Jun,560.9
Egypt,2021,Jul,699.4
Egypt,2021,Aug,734.7
Egypt,2021,Sep,793.4
Egypt,2021,Oct,1110.0
Egypt,2021,Nov,1079.0
Egypt,2021,Dec,924.3
Egypt,2022,Jan,730.0
Egypt,2022,Feb,709.0
Egypt,2022,Mar,767.0
Egypt,2022,Apr,839.0
Egypt,2022,May,919.0
Egypt,2022,Jun,922.0
Egypt,2022,Jul,1163.0
Egypt,2022,Aug,1194.0
Egypt,2022,Sep,1048.0
Egypt,2022,Oct,1245.0
Egypt,2022,Nov,1047.0
Egypt,2022,Dec,1081.0
Egypt,2023,Jan,937.0
Egypt,2023,Feb,1001.0
Egypt,2023,Mar,1216.0
Egypt,2023,Apr,1368.0
Egypt,2023,May,1344.0
Egypt,2023,Jun,1196.0
Egypt,2023,Jul,1418.0
Egypt,2023,Aug,1451.0
Egypt,2023,Sep,1325.0
Egypt,2023,Oct,1368.0
Egypt,2023,Nov,1152.0
Egypt,2023,Dec,1129.0
Egypt,2024,Jan,977.0
Egypt,2024,Feb,1112.0
Egypt,2024,Mar,1170.0
Egypt,2024,Apr,1351.0
Egypt,2024,May,1246.0
Egypt,2024,Jun,1229.0
Egypt,2024,Jul,1483.0
Egypt,2024,Aug,1460.0
Egypt,2024,Sep,1342.0
Egypt,2024,Oct,1527.0
Egypt,2024,Nov,1428.0
Egypt,2024,Dec,1456.0
Egypt,2025,Jan,1271.0
Egypt,2025,Feb,1300.0
Egypt,2025,Mar,1374.0
Egypt,2025,Apr,1749.0
Egypt,2025,May,1484.0
Egypt,2025,Jun,1500.0
Egypt,2025,Jul,1750.0
Egypt,2025,Aug,1753.0
Egypt,2025,Sep,1605.0
El Salvador,2015,Feb,106.6
El Salvador,2015,Mar,103.6
El Salvador,2015,Apr,114.8
El Salvador,2015,May,122.8
El Salvador,2015,Jun,126.0
El Salvador,2015,Jul,124.8
El Salvador,2015,Aug,129.2
El Salvador,2015,Sep,94.7
El Salvador,2015,Oct,90.8
El Salvador,2015,Nov,118.9
El Salvador,2015,Dec,164.2
El Salvador,2016,Jan,108.2
El Salvador,2016,Feb,109.9
El Salvador,2016,Mar,110.9
El Salvador,2016,Apr,107.4
El Salvador,2016,May,116.0
El Salvador,2016,Jun,125.6
El Salvador,2016,Jul,131.6
El Salvador,2016,Aug,133.9
El Salvador,2016,Sep,92.9
El Salvador,2016,Oct,102.9
El Salvador,2016,Nov,127.7
El Salvador,2016,Dec,166.7
El Salvador,2017,Jan,123.0
El Salvador,2017,Feb,103.2
El Salvador,2017,Mar,113.6
El Salvador,2017,Apr,127.7
El Salvador,2017,May,114.1
El Salvador,2017,Jun,136.1
El Salvador,2017,Jul,147.3
El Salvador,2017,Aug,147.9
El Salvador,2017,Sep,103.2
El Salvador,2017,Oct,112.9
El Salvador,2017,Nov,135.7
El Salvador,2017,Dec,191.4
El Salvador,2018,Jan,126.3
El Salvador,2018,Feb,115.9
El Salvador,2018,Mar,142.9
El Salvador,2018,Apr,124.4
El Salvador,2018,May,121.5
El Salvador,2018,Jun,153.0
El Salvador,2018,Jul,166.8
El Salvador,2018,Aug,172.8
El Salvador,2018,Sep,114.7
El Salvador,2018,Oct,118.1
El Salvador,2018,Nov,143.1
El Salvador,2018,Dec,177.9
El Salvador,2019,Jan,142.3
El Salvador,2019,Feb,118.8
El Salvador,2019,Mar,143.5
El Salvador,2019,Apr,152.7
El Salvador,2019,May,115.8
El Salvador,2019,Jun,150.5
El Salvador,2019,Jul,188.7
El Salvador,2019,Aug,162.6
El Salvador,2019,Sep,119.1
El Salvador,2019,Oct,132.2
El Salvador,2019,Nov,149.2
El Salvador,2019,Dec,190.1
El Salvador,2020,Jan,154.9
El Salvador,2020,Feb,135.2
El Salvador,2020,Mar,50.0
El Salvador,2020,Apr,0.0
El Salvador,2020,May,0.0
El Salvador,2020,Jun,0.0
El Salvador,2020,Jul,0.0
El Salvador,2020,Aug,0.0
El Salvador,2020,Sep,7.9
El Salvador,2020,Oct,46.8
El Salvador,2020,Nov,57.3
El Salvador,2020,Dec,96.6
El Salvador,2021,Jan,52.9
El Salvador,2021,Feb,48.7
El Salvador,2021,Mar,68.3
El Salvador,2021,Apr,73.0
El Salvador,2021,May,88.0
El Salvador,2021,Jun,113.9
El Salvador,2021,Jul,134.0
El Salvador,2021,Aug,109.5
El Salvador,2021,Sep,96.8
El Salvador,2021,Oct,118.1
El Salvador,2021,Nov,117.1
El Salvador,2021,Dec,198.8
El Salvador,2022,Jan,115.2
El Salvador,2022,Feb,124.1
El Salvador,2022,Mar,138.9
El Salvador,2022,Apr,151.3
El Salvador,2022,May,139.4
El Salvador,2022,Jun,157.8
El Salvador,2022,Jul,192.8
El Salvador,2022,Aug,164.9
El Salvador,2022,Sep,135.7
El Salvador,2022,Oct,170.7
El Salvador,2022,Nov,173.4
El Salvador,2022,Dec,227.1
El Salvador,2023,Jan,176.2
El Salvador,2023,Feb,153.9
El Salvador,2023,Mar,181.1
El Salvador,2023,Apr,189.9
El Salvador,2023,May,168.7
El Salvador,2023,Jun,205.1
El Salvador,2023,Jul,257.2
El Salvador,2023,Aug,224.8
El Salvador,2023,Sep,194.3
El Salvador,2023,Oct,199.5
El Salvador,2023,Nov,230.3
El Salvador,2023,Dec,298.2
El Salvador,2024,Jan,250.9
El Salvador,2024,Feb,229.9
El Salvador,2024,Mar,287.4
El Salvador,2024,Apr,254.7
El Salvador,2024,May,243.6
El Salvador,2024,Jun,276.9
El Salvador,2024,Jul,289.8
El Salvador,2024,Aug,267.4
El Salvador,2024,Sep,214.5
El Salvador,2024,Oct,249.0
El Salvador,2024,Nov,268.0
El Salvador,2024,Dec,355.0
El Salvador,2025,Jan,290.0
El Salvador,2025,Feb,231.8
El Salvador,2025,Mar,260.0
El Salvador,2025,Apr,286.1
El Salvador,2025,May,245.6
El Salvador,2025,Jun,281.6
El Salvador,2025,Jul,314.7
El Salvador,2025,Aug,286.3
El Salvador,2025,Sep,233.6
Estonia,2015,Feb,92.5
Estonia,2015,Mar,105.9
Estonia,2015,Apr,132.7
Estonia,2015,May,183.0
Estonia,2015,Jun,210.5
Estonia,2015,Jul,295.4
Estonia,2015,Aug,240.2
Estonia,2015,Sep,157.5
Estonia,2015,Oct,158.5
Estonia,2015,Nov,123.8
Estonia,2015,Dec,138.5
Estonia,2016,Jan,98.2
Estonia,2016,Feb,95.9
Estonia,2016,Mar,120.9
Estonia,2016,Apr,140.0
Estonia,2016,May,190.9
Estonia,2016,Jun,223.5
Estonia,2016,Jul,315.3
Estonia,2016,Aug,255.7
Estonia,2016,Sep,168.6
Estonia,2016,Oct,167.4
Estonia,2016,Nov,129.2
Estonia,2016,Dec,153.0
Estonia,2017,Jan,105.9
Estonia,2017,Feb,112.9
Estonia,2017,Mar,126.5
Estonia,2017,Apr,157.4
Estonia,2017,May,196.9
Estonia,2017,Jun,237.6
Estonia,2017,Jul,312.3
Estonia,2017,Aug,263.1
Estonia,2017,Sep,182.5
Estonia,2017,Oct,165.6
Estonia,2017,Nov,138.8
Estonia,2017,Dec,156.6
Estonia,2018,Jan,118.2
Estonia,2018,Feb,115.2
Estonia,2018,Mar,132.7
Estonia,2018,Apr,150.5
Estonia,2018,May,202.2
Estonia,2018,Jun,231.4
Estonia,2018,Jul,305.0
Estonia,2018,Aug,263.0
Estonia,2018,Sep,178.2
Estonia,2018,Oct,162.7
Estonia,2018,Nov,128.9
Estonia,2018,Dec,152.5
Estonia,2019,Jan,113.6
Estonia,2019,Feb,110.6
Estonia,2019,Mar,124.0
Estonia,2019,Apr,156.2
Estonia,2019,May,211.3
Estonia,2019,Jun,254.9
Estonia,2019,Jul,328.2
Estonia,2019,Aug,286.2
Estonia,2019,Sep,190.5
Estonia,2019,Oct,172.7
Estonia,2019,Nov,146.0
Estonia,2019,Dec,159.4
Estonia,2020,Jan,128.4
Estonia,2020,Feb,120.6
Estonia,2020,Mar,45.2
Estonia,2020,Apr,1.3
Estonia,2020,May,5.4
Estonia,2020,Jun,41.8
Estonia,2020,Jul,136.4
Estonia,2020,Aug,111.8
Estonia,2020,Sep,37.7
Estonia,2020,Oct,19.0
Estonia,2020,Nov,15.0
Estonia,2020,Dec,13.4
Estonia,2021,Jan,10.4
Estonia,2021,Feb,12.5
Estonia,2021,Mar,8.7
Estonia,2021,Apr,8.7
Estonia,2021,May,14.8
Estonia,2021,Jun,31.7
Estonia,2021,Jul,85.2
Estonia,2021,Aug,97.0
Estonia,2021,Sep,74.3
Estonia,2021,Oct,82.5
Estonia,2021,Nov,65.6
Estonia,2021,Dec,71.3
Estonia,2022,Jan,53.4
Estonia,2022,Feb,60.0
Estonia,2022,Mar,76.6
Estonia,2022,Apr,105.7
Estonia,2022,May,116.9
Estonia,2022,Jun,149.9
Estonia,2022,Jul,229.4
Estonia,2022,Aug,188.6
Estonia,2022,Sep,129.6
Estonia,2022,Oct,130.8
Estonia,2022,Nov,105.3
Estonia,2022,Dec,120.7
Estonia,2023,Jan,82.2
Estonia,2023,Feb,102.9
Estonia,2023,Mar,101.7
Estonia,2023,Apr,126.3
Estonia,2023,May,141.0
Estonia,2023,Jun,162.8
Estonia,2023,Jul,242.1
Estonia,2023,Aug,203.9
Estonia,2023,Sep,138.2
Estonia,2023,Oct,124.4
Estonia,2023,Nov,103.6
Estonia,2023,Dec,140.6
Estonia,2024,Jan,83.1
Estonia,2024,Feb,107.4
Estonia,2024,Mar,115.7
Estonia,2024,Apr,115.7
Estonia,2024,May,163.2
Estonia,2024,Jun,203.7
Estonia,2024,Jul,272.5
Estonia,2024,Aug,231.8
Estonia,2024,Sep,152.9
Estonia,2024,Oct,142.8
