country,year,month,value
Puerto Rico,2015,Feb,163.8
Puerto Rico,2015,Mar,180.4
Puerto Rico,2015,Apr,160.8
Puerto Rico,2015,May,149.8
Puerto Rico,2015,Jun,157.3
Puerto Rico,2015,Jul,162.8
Puerto Rico,2015,Aug,144.9
Puerto Rico,2015,Sep,98.8
Puerto Rico,2015,Oct,122.7
Puerto Rico,2015,Nov,139.4
Puerto Rico,2015,Dec,167.9
Puerto Rico,2016,Jan,175.5
Puerto Rico,2016,Feb,165.9
Puerto Rico,2016,Mar,177.4
Puerto Rico,2016,Apr,161.1
Puerto Rico,2016,May,138.9
Puerto Rico,2016,Jun,150.1
Puerto Rico,2016,Jul,169.1
Puerto Rico,2016,Aug,143.2
Puerto Rico,2016,Sep,110.6
Puerto Rico,2016,Oct,104.8
Puerto Rico,2016,Nov,127.6
Puerto Rico,2016,Dec,175.3
Puerto Rico,2017,Jan,156.0
Puerto Rico,2017,Feb,151.6
Puerto Rico,2017,Mar,184.4
Puerto Rico,2017,Apr,190.0
Puerto Rico,2017,May,151.4
Puerto Rico,2017,Jun,181.3
Puerto Rico,2017,Jul,207.7
Puerto Rico,2017,Aug,170.1
Puerto Rico,2017,Sep,90.1
Puerto Rico,2017,Oct,27.4
Puerto Rico,2017,Nov,43.1
Puerto Rico,2017,Dec,67.1
Puerto Rico,2018,Jan,77.4
Puerto Rico,2018,Feb,82.2
Puerto Rico,2018,Mar,108.8
Puerto Rico,2018,Apr,104.8
Puerto Rico,2018,May,107.3
Puerto Rico,2018,Jun,124.7
Puerto Rico,2018,Jul,126.5
Puerto Rico,2018,Aug,114.1
Puerto Rico,2018,Sep,80.6
Puerto Rico,2018,Oct,89.0
Puerto Rico,2018,Nov,117.0
Puerto Rico,2018,Dec,128.6
Puerto Rico,2019,Jan,138.9
Puerto Rico,2019,Feb,136.8
Puerto Rico,2019,Mar,160.8
Puerto Rico,2019,Apr,137.7
Puerto Rico,2019,May,138.1
Puerto Rico,2019,Jun,129.2
Puerto Rico,2019,Jul,126.7
Puerto Rico,2019,Aug,143.7
Puerto Rico,2019,Sep,104.3
Puerto Rico,2019,Oct,109.0
Puerto Rico,2019,Nov,133.0
Puerto Rico,2019,Dec,154.8
