country,year,month,value
Tonga,2015,Feb,2.4
Tonga,2015,Mar,2.9
Tonga,2015,Apr,3.6
Tonga,2015,May,3.8
Tonga,2015,Jun,5.9
Tonga,2015,Jul,6.0
Tonga,2015,Aug,4.8
Tonga,2015,Sep,4.9
Tonga,2015,Oct,4.0
Tonga,2015,Nov,3.6
Tonga,2015,Dec,8.4
Tonga,2016,Jan,3.6
Tonga,2016,Feb,3.3
Tonga,2016,Mar,3.3
Tonga,2016,Apr,3.5
Tonga,2016,May,5.2
Tonga,2016,Jun,6.8
Tonga,2016,Jul,6.1
Tonga,2016,Aug,5.9
Tonga,2016,Sep,5.2
Tonga,2016,Oct,4.3
Tonga,2016,Nov,5.9
Tonga,2016,Dec,8.1
Tonga,2017,Jan,3.4
Tonga,2017,Feb,2.9
Tonga,2017,Mar,2.6
Tonga,2017,Apr,3.8
Tonga,2017,May,5.3
Tonga,2017,Jun,6.5
Tonga,2017,Jul,5.9
Tonga,2017,Aug,6.8
Tonga,2017,Sep,6.4
Tonga,2017,Oct,4.6
Tonga,2017,Nov,4.3
Tonga,2017,Dec,9.6
Tonga,2021,Jan,0.0
Tonga,2021,Feb,0.0
Tonga,2021,Mar,0.0
Tonga,2021,Apr,0.0
Tonga,2021,May,0.0
Tonga,2021,Jun,0.1
Tonga,2021,Jul,0.0
Tonga,2021,Aug,0.0
Tonga,2021,Sep,0.0
Tonga,2021,Oct,0.0
Tonga,2021,Nov,0.0
Tonga,2021,Dec,0.0
Tonga,2022,Jan,0.0
Tonga,2022,Feb,0.0
Tonga,2022,Mar,0.1
Tonga,2022,Apr,0.0
Tonga,2022,May,0.1
Tonga,2022,Jun,0.3
Tonga,2022,Jul,0.4
Tonga,2022,Aug,1.8
Tonga,2022,Sep,2.5
Tonga,2022,Oct,2.5
Tonga,2022,Nov,3.3
Tonga,2022,Dec,7.4
Tonga,2023,Jan,3.3
Tonga,2023,Feb,2.7
Tonga,2023,Mar,3.1
Tonga,2023,Apr,3.5
Tonga,2023,May,4.3
Tonga,2023,Jun,5.9
Tonga,2023,Jul,6.4
Tonga,2023,Aug,6.1
Tonga,2023,Sep,5.1
Tonga,2023,Oct,3.8
Tonga,2023,Nov,4.2
Tonga,2023,Dec,7.3
Tonga,2024,Jan,3.8
Tonga,2024,Feb,3.2
Tonga,2024,Mar,3.5
Tonga,2024,Apr,3.9
Tonga,2024,May,5.0
Tonga,2024,Jun,7.3
Tonga,2024,Jul,7.5
Tonga,2024,Aug,6.7
Tonga,2024,Sep,5.9
Tonga,2024,Oct,4.5
Tonga,2024,Nov,4.4
Tonga,2024,Dec,5.2
Trinidad & Tobago,2015,Feb,48.0
Trinidad & Tobago,2015,Mar,36.1
Trinidad & Tobago,2015,Apr,36.1
Trinidad & Tobago,2015,May,32.6
Trinidad & Tobago,2015,Jun,34.7
Trinidad & Tobago,2015,Jul,42.0
Trinidad & Tobago,2015,Aug,37.1
Trinidad & Tobago,2015,Sep,29.2
Trinidad & Tobago,2015,Oct,30.7
Trinidad & Tobago,2015,Nov,34.5
Trinidad & Tobago,2015,Dec,43.3
Trinidad & Tobago,2016,Jan,40.1
Trinidad & Tobago,2016,Feb,42.0
Trinidad & Tobago,2016,Mar,32.9
Trinidad & Tobago,2016,Apr,32.0
Trinidad & Tobago,2016,May,30.3
Trinidad & Tobago,2016,Jun,32.5
Trinidad & Tobago,2016,Jul,39.6
Trinidad & Tobago,2016,Aug,34.8
Trinidad & Tobago,2016,Sep,27.6
Trinidad & Tobago,2016,Oct,27.5
Trinidad & Tobago,2016,Nov,29.7
Trinidad & Tobago,2016,Dec,39.8
Trinidad & Tobago,2017,Jan,32.0
Trinidad & Tobago,2017,Feb,46.7
Trinidad & Tobago,2017,Mar,31.8
Trinidad & Tobago,2017,Apr,32.0
Trinidad & Tobago,2017,May,30.5
Trinidad & Tobago,2017,Jun,31.3
Trinidad & Tobago,2017,Jul,37.1
Trinidad & Tobago,2017,Aug,33.3
Trinidad & Tobago,2017,Sep,25.0
Trinidad & Tobago,2017,Oct,29.3
Trinidad & Tobago,2017,Nov,28.3
Trinidad & Tobago,2017,Dec,37.2
Trinidad & Tobago,2018,Jan,33.3
Trinidad & Tobago,2018,Feb,40.9
Trinidad & Tobago,2018,Mar,33.0
Trinidad & Tobago,2018,Apr,28.3
Trinidad & Tobago,2018,May,28.5
Trinidad & Tobago,2018,Jun,30.8
Trinidad & Tobago,2018,Jul,36.3
Trinidad & Tobago,2018,Aug,30.2
Trinidad & Tobago,2018,Sep,25.2
Trinidad & Tobago,2018,Oct,25.5
Trinidad & Tobago,2018,Nov,27.0
Trinidad & Tobago,2018,Dec,36.6
Trinidad & Tobago,2019,Jan,28.3
Trinidad & Tobago,2019,Feb,41.8
Trinidad & Tobago,2019,Mar,34.7
Trinidad & Tobago,2019,Apr,31.3
Trinidad & Tobago,2019,May,30.1
Trinidad & Tobago,2019,Jun,31.5
Trinidad & Tobago,2019,Jul,36.9
Trinidad & Tobago,2019,Aug,33.1
Trinidad & Tobago,2019,Sep,25.3
Trinidad & Tobago,2019,Oct,29.3
Trinidad & Tobago,2019,Nov,28.8
Trinidad & Tobago,2019,Dec,37.5
Trinidad & Tobago,2020,Jan,30.7
Trinidad & Tobago,2020,Feb,47.4
Trinidad & Tobago,2020,Mar,13.7
Trinidad & Tobago,2020,Apr,0.1
Trinidad & Tobago,2020,May,0.1
Trinidad & Tobago,2020,Jun,0.1
Trinidad & Tobago,2020,Jul,0.2
Trinidad & Tobago,2020,Aug,0.7
Trinidad & Tobago,2020,Sep,0.7
Trinidad & Tobago,2020,Oct,0.6
Trinidad & Tobago,2020,Nov,0.5
Trinidad & Tobago,2020,Dec,0.4
Trinidad & Tobago,2021,Jan,0.4
Trinidad & Tobago,2021,Feb,0.4
Trinidad & Tobago,2021,Mar,0.5
Trinidad & Tobago,2021,Apr,0.5
Trinidad & Tobago,2021,May,0.5
Trinidad & Tobago,2021,Jun,0.5
Trinidad & Tobago,2021,Jul,1.6
Trinidad & Tobago,2021,Aug,3.7
Trinidad & Tobago,2021,Sep,4.6
Trinidad & Tobago,2021,Oct,6.1
Trinidad & Tobago,2021,Nov,8.6
Trinidad & Tobago,2021,Dec,13.2
Trinidad & Tobago,2022,Jan,8.8
Trinidad & Tobago,2022,Feb,11.4
Trinidad & Tobago,2022,Mar,14.6
Trinidad & Tobago,2022,Apr,17.1
Trinidad & Tobago,2022,May,18.4
Trinidad & Tobago,2022,Jun,20.2
Trinidad & Tobago,2022,Jul,24.7
Trinidad & Tobago,2022,Aug,21.5
Trinidad & Tobago,2022,Sep,19.4
Trinidad & Tobago,2022,Oct,21.2
Trinidad & Tobago,2022,Nov,22.0
Trinidad & Tobago,2022,Dec,28.2
Trinidad & Tobago,2023,Jan,23.5
Trinidad & Tobago,2023,Feb,33.3
Trinidad & Tobago,2023,Mar,25.2
Trinidad & Tobago,2023,Apr,24.1
Trinidad & Tobago,2023,May,23.8
Trinidad & Tobago,2023,Jun,23.9
Trinidad & Tobago,2023,Jul,29.6
Trinidad & Tobago,2023,Aug,25.8
Trinidad & Tobago,2023,Sep,21.6
Trinidad & Tobago,2023,Oct,23.3
Trinidad & Tobago,2023,Nov,24.0
Trinidad & Tobago,2023,Dec,31.9
Trinidad & Tobago,2024,Jan,27.2
Trinidad & Tobago,2024,Feb,35.5
Trinidad & Tobago,2024,Mar,27.6
Trinidad & Tobago,2024,Apr,24.2
Trinidad & Tobago,2024,May,25.2
Trinidad & Tobago,2024,Jun,28.9
Trinidad & Tobago,2024,Jul,32.1
Trinidad & Tobago,2024,Aug,27.7
Trinidad & Tobago,2024,Sep,20.2
Trinidad & Tobago,2024,Oct,24.8
Trinidad & Tobago,2024,Nov,26.0
Trinidad & Tobago,2024,Dec,37.2
Trinidad & Tobago,2025,Jan,27.5
Trinidad & Tobago,2025,Feb,42.1
Trinidad & Tobago,2025,Mar,28.4
Trinidad & Tobago,2025,Apr,32.3
Trinidad & Tobago,2025,May,28.7
Trinidad & Tobago,2025,Jun,30.5
Trinidad & Tobago,2025,Jul,34.7
Trinidad & Tobago,2025,Aug,33.2
Trinidad & Tobago,2025,Sep,22.5
Tunisia,2015,Feb,283.1
Tunisia,2015,Mar,400.7
Tunisia,2015,Apr,404.1
Tunisia,2015,May,507.3
Tunisia,2015,Jun,534.8
Tunisia,2015,Jul,608.2
Tunisia,2015,Aug,771.7
